id,repo,pr_number,convo_start_id,review_category,feed_type(llm_label),conf_score,feedback_type(human_label),comment_body,LOC,LOC_no_blank,token_init_comment,human_notes
123,openvinotoolkit/openvino,32515,2477020256,Human_Review_Human,Understanding,8.0,Understanding,do we need that?,7.0,9,5,
124,dotnet/runtime,120690,2433071901,Human_Review_Human,Misc,7.0,Misc,"```suggestion
```",60.0,9,5,
125,scalar-labs/scalardb,2797,2155814163,Human_Review_Human,No feedback,,No feedback, ,57.0,8,1,
126,department-of-veterans-affairs/vets-api,24670,2470249483,Human_Review_Human,Testing,8.0,Code Improvement,I think this one and the one above need to be stubbed out,4.0,8,14,
127,openthread/ot-br-posix,2514,2320546652,Human_Review_Human,Knowledge Transfer,9.0,Knowledge Transfer,"```suggestion
An extended `REST` API functionality providing capabilities for commissioning and on-mesh diagnostics to generic off-mesh HTTP/HTTPS clients. The implementation is guided by the [JSON:API specification](https://jsonapi.org/format/). All the resources are described in the openapi.yaml specification. The intent of this document is to provide basic usage and additional background information.
```",5.0,8,79,
128,dotnet/maui,31091,2280920362,Human_Review_Agent,Social Communication,9.0,Social Communication,@copilot revert this change,5.0,8,6,
129,Azure/azure-sdk-for-python,43465,2436655001,Agent_Review_Human,External Impact,9.0,External Impact,"The sample imports and uses load_dotenv() later but the installation instructions do not list python-dotenv; please add python-dotenv to the pip install line (e.g., pip install azure-ai-projects azure-identity python-dotenv) so users can run the sample without ImportError. Apply this update consistently across all modified samples that added load_dotenv().",7.0,13,72,
130,ray-project/ray,55663,2310871144,Human_Review_Human,Misc,8.0,Misc,"```suggestion
```",38.0,9,5,
131,n8n-io/n8n,19193,2339295913,Human_Review_Human,Misc,3.0,Misc, for documenting,26.0,8,2,
132,woocommerce/woocommerce-android,14237,2169434637,Human_Review_Human,Social Communication,9.0,Social Communication,Praise (️): Thanks for adding this test! ,21.0,9,12,
133,OneKeyHQ/app-monorepo,8088,2278166123,Agent_Review_Human,Knowledge Transfer,9.0,Testing,"_ Verification agent_

<details>
<summary> Analysis chain</summary>

**Ensure `__CURRENT_FILE_PATH__` is globally declared and defined by the bundler**

The switch to `__CURRENT_FILE_PATH__` looks fine. Please confirm two things to avoid TS errors and runtime ReferenceError:
- An ambient type exists: `declare const __CURRENT_FILE_PATH__: string;`
- Your bundler/test setups (web, native, storybook, unit tests) define/replace this symbol.

If the ambient declaration is missing, add a shared .d.ts picked up by your tsconfigs:

```ts
// e.g., types/env.d.ts (ensure tsconfig includes it)
declare const __CURRENT_FILE_PATH__: string;
```


Run this to verify declaration and consistency across the repo:




If you want, I can add a shared env.d.ts and update bundler config snippets for Webpack/Vite/Metro to define `__CURRENT_FILE_PATH__`.

---

 Script executed:

```shell
#!/bin/bash
set -euo pipefail

echo ""1) Check ambient TS declaration:""
rg -nP 'declare\s+const\s+__CURRENT_FILE_PATH__\b' -C2 || {
  echo ""Missing ambient declaration for __CURRENT_FILE_PATH__"" >&2
  exit 1
}

echo
echo ""2) Find bundler/test defines (webpack/vite/metro/rollup/babel):""
rg -nP '__CURRENT_FILE_PATH__\s*[:=]' -C3 || {
  echo ""No obvious bundler define found for __CURRENT_FILE_PATH__"" >&2
  echo ""Check your bundler config (e.g., DefinePlugin/Vite define/Metro globals)."" >&2
}

echo
echo ""3) Ensure no leftover globalThis usages:""
rg -n 'globalThis\.__CURRENT_FILE_PATH__' -C1 || echo ""No leftover globalThis usages found.""
```

Length of output: 277

---



</details>

**Add ambient declaration for `__CURRENT_FILE_PATH__`**

The script shows the ambient type is missing. Without it, TS will error and youll get a runtime ReferenceError. Please:

- Create a shared declaration file (e.g. `types/env.d.ts`) and ensure its included by your TS configs:
  ```ts
  // types/env.d.ts
  declare const __CURRENT_FILE_PATH__: string;
  ```
- Verify your bundler and test setups define or replace this global:
  - **Webpack** (DefinePlugin)
  - **Vite** (`define` in `vite.config.ts`)
  - **Metro** (globals or babel plugin)
  - **Storybook** (`webpackFinal` or manager config)
  - **Jest/Unit tests** (`globals` in `jest.config.js`)

Once the declaration and defines are in place, TS and runtime errors will be resolved.

<details>
<summary> Prompt for AI Agents</summary>

```
In
packages/kit/src/views/Developer/pages/Gallery/Components/stories/LetterAvatar.tsx
around line 12, add an ambient declaration for the global __CURRENT_FILE_PATH__
to prevent TypeScript and runtime errors: create a shared declaration file (e.g.
types/env.d.ts) containing declare const __CURRENT_FILE_PATH__: string; ensure
that file is included by your tsconfig(s) (or types entry) so TS picks it up,
and also configure your build/test tooling to define or replace the global at
runtime (Webpack DefinePlugin, Vite define, Metro globals/babel plugin,
Storybook webpackFinal/manager, and Jest globals) so the symbol exists during
bundling and tests.
```

</details>

<!-- fingerprinting:phantom:poseidon:chinchilla -->

<!-- This is an auto-generated comment by CodeRabbit -->",5.0,9,790,
134,instructure/canvas-android,3018,2107260056,Human_Review_Human,Social Communication,8.0,Social Communication,Same here.,159.0,8,3,
135,PipedreamHQ/pipedream,18255,2325633727,Agent_Review_Human,Code Improvement,9.0,Code Improvement,"_️ Refactor suggestion_

**Dimensions: parse integers; dont mix volume with L/W/H**

Paazl expects length/width/height as whole centimeters (integers). Send either L/W/H or volume, not both. ([support.paazl.com](https://support.paazl.com/hc/en-us/articles/360034275994-Initializing-the-Paazl-Checkout-widget?utm_source=openai))

```diff
-                ...(parcelLength && parcelWidth && parcelHeight
-                  ? {
-                    dimensions: {
-                      length: parcelLength,
-                      width: parcelWidth,
-                      height: parcelHeight,
-                      ...(parcelVolume
-                        ? {
-                          volume: parseFloat(parcelVolume),
-                        }
-                        : {}
-                      ),
-                    },
-                  }
-                  : parcelVolume
-                    ? {
-                      dimensions: {
-                        volume: parseFloat(parcelVolume),
-                      },
-                    }
-                    : {}
-                ),
+                ...(parcelLength && parcelWidth && parcelHeight
+                  ? {
+                    dimensions: {
+                      length: parseInt(parcelLength, 10),
+                      width: parseInt(parcelWidth, 10),
+                      height: parseInt(parcelHeight, 10),
+                    },
+                  }
+                  : parcelVolume
+                    ? {
+                      dimensions: {
+                        volume: parseFloat(parcelVolume),
+                      },
+                    }
+                    : {}
+                ),
```

<!-- suggestion_start -->

<details>
<summary> Committable suggestion</summary>

> ️ **IMPORTANT**
> Carefully review the code before committing. Ensure that it accurately replaces the highlighted code, contains no missing lines, and has no issues with indentation. Thoroughly test & benchmark the code to ensure it meets the requirements.

```suggestion
                ...(parcelLength && parcelWidth && parcelHeight
                  ? {
                    dimensions: {
                      length: parseInt(parcelLength, 10),
                      width: parseInt(parcelWidth, 10),
                      height: parseInt(parcelHeight, 10),
                    },
                  }
                  : parcelVolume
                    ? {
                      dimensions: {
                        volume: parseFloat(parcelVolume),
                      },
                    }
                    : {}
                ),
```

</details>

<!-- suggestion_end -->

<!-- fingerprinting:phantom:poseidon:chinchilla -->

<!-- This is an auto-generated comment by CodeRabbit -->",162.0,30,488,
136,NethermindEth/nethermind,8845,2163089174,Human_Review_Human,Testing,9.0,Testing,would be good to add asserts for post-osaka,7.0,9,10,
137,zephyrproject-rtos/zephyr,87431,2007175014,Human_Review_Human,Misc,3.0,Misc,total as well.,257.0,9,4,
138,RediSearch/RediSearch,7062,2451781620,Human_Review_Human,Understanding,9.0,Understanding,Can you elaborate on this and why it is set?,16.0,9,11,
139,zeta-chain/node,4144,2320340721,Human_Review_Human,Social Communication,8.0,Social Communication,same as previous comment in `client_start.go`,11.0,8,10,
140,openthread/openthread,11636,2166375090,Agent_Review_Human,Defects,9.0,Knowledge Transfer,"![high](https://www.gstatic.com/codereviewagent/high-priority.svg)

The `Open()` call is removed here. It's important to ensure that `Bind()` handles the necessary initialization and opening of the socket, and that any potential errors that `Open()` might have previously caught are now properly handled within `Bind()` in `SecureTransport`.",5.0,8,72,
141,bazelbuild/bazel-central-registry,6205,2428045255,Agent_Review_Human,External Impact,9.0,External Impact,"![high](https://www.gstatic.com/codereviewagent/high-priority.svg)

Defining a `local_toolchain` with an empty `toolkit_path` will likely cause build failures for downstream users. It's better to remove this toolchain definition entirely from the module file. Users who need CUDA support can and should configure the CUDA toolchain in their own workspace.",25.0,7,76,
142,Azure/azure-sdk-for-python,41428,2128063929,Human_Review_Human,Knowledge Transfer,9.0,Knowledge Transfer,"```suggestion
  - This version introduces new hybrid models which have dual dictionary and model nature. And please follow https://aka.ms/azsdk/python/migrate/hybrid-models for migration.
  - Deleted or renamed model `SystemVersionsFilter`
```",88.0,8,52,
143,ant-design/ant-design,55497,2464725642,Human_Review_Human,Code Improvement,9.0,Code Improvement,"```suggestion
  /** @deprecated Use `Space.Compact` instead. */
```",11.0,9,18,
144,Automattic/wp-calypso,104845,2231676540,Human_Review_Human,Understanding,8.0,Understanding,"Any chance we need to check here for undefined? 
I'm not sure, just that parts of Login are server-side rendered, so it might prop up somewhere.",9.0,8,33,
145,DataDog/datadog-agent,42534,2478918898,Human_Review_Human,Testing,8.0,Code Improvement,I think you might want to run both ? You have `cmd/serverless-init/main_test.go`,4.0,9,20,
146,zephyrproject-rtos/zephyr,90091,2322810637,Human_Review_Human,Code Improvement,8.0,Code Improvement,"```suggestion
 This sample measures the red, green, blue and IR light for all possible
```",11.0,8,21,
147,apache/sedona,2024,2173638730,Human_Review_Human,Misc,9.0,Misc,"```suggestion
```",11.0,3,5,
148,Azure/azure-sdk-for-python,40642,2053493387,Human_Review_Human,External Impact,8.0,External Impact,"@smichtch please remember to kick off release pipeline no later than 7 days from that date, or the release can fail on out-dated generation timestamp. Otherwise, you need to update the release date in here.",3.0,6,45,
149,openhab/openhab-addons,19135,2265132142,Human_Review_Human,Defects,9.0,Defects,"Channel example was missing the dash `-` in `battery-level`
The [table is correct](https://www.openhab.org/addons/bindings/mqtt.awtrixlight/#bridge-channels-awtrix-clock)
",5.0,9,45,
150,dotnet/runtime,120690,2433071901,Human_Review_Human,Misc,7.0,Misc,"```suggestion
```",60.0,9,5,
151,RediSearch/RediSearch,6431,2189977305,Human_Review_Human,Social Communication,8.0,Social Communication,@LukeMathWalker ,168.0,14,5,
152,SigmaHQ/sigma,5517,2418402378,Human_Review_Human,Misc,7.0,Misc,"```suggestion
```",13.0,10,5,
153,ant-design/ant-design,53741,2075703105,Agent_Review_Human,Testing,9.0,Testing,Verify that the QRCode translations are properly displayed in the UI and that there are no issues with the expiration and refresh functionality.,4.0,9,25,
154,Azure/azure-sdk-for-python,41445,2129903344,Human_Review_Human,Knowledge Transfer,8.0,Knowledge Transfer,all the code below here is copy-pasted from our vendored hybrid models ([code](https://github.com/Azure/autorest.python/blob/main/packages/typespec-python/test/azure/generated/authentication-api-key/authentication/apikey/_utils/model_base.py)),46.0,7,50,
155,youtube/cobalt,6144,2167679579,Human_Review_Human,Social Communication,8.0,Social Communication,Nice find,16.0,9,2,
156,apache/beam,36523,2433479898,Human_Review_Human,External Impact,8.0,External Impact,"It removed public facing API, as reflected by the change here, persumably user used to use ProcessContext.outputWindowedValue also gets affected. Shall we update CHANGES.md? https://github.com/apache/beam/blob/ed39503878ef8b6aff8439e0b757068f5f5493a7/CHANGES.md?plain=1#L92 ",7.0,9,80,
157,streamlit/streamlit,11995,2220834193,Human_Review_Human,Social Communication,8.0,Social Communication,"Note that I might also apply this styling to `st.spinner` in general later on, but wanted to tackle that in a separate PR. ",88.0,5,29,
